Ticker,Security Name,Company Name,Trading Status,Exchanges,Most Recent Trade Price ($USD Historical rate),Equity Security Type,CIK,Industry Classifications,% Change - Dividend Adj. Day Close Price [03/01/2006-03/01/2007],% Change - Dividend Adj. Day Close Price [03/01/2007-03/01/2008],% Change - Dividend Adj. Day Close Price [03/01/2008-03/01/2009],% Change - Dividend Adj. Day Close Price [03/01/2009-03/01/2010],% Change - Dividend Adj. Day Close Price [03/01/2010-03/01/2011],% Change - Dividend Adj. Day Close Price [03/01/2011-03/01/2012],% Change - Dividend Adj. Day Close Price [03/01/2012-03/01/2013],% Change - Dividend Adj. Day Close Price [03/01/2013-03/01/2014],% Change - Dividend Adj. Day Close Price [03/01/2014-03/01/2015],% Change - Dividend Adj. Day Close Price [03/01/2015-03/01/2016],% Change - Dividend Adj. Day Close Price [03/01/2016-03/01/2017],% Change - Dividend Adj. Day Close Price [03/01/2017-03/01/2018],% Change - Dividend Adj. Day Close Price [03/01/2018-03/01/2019],% Change - Dividend Adj. Day Close Price [03/01/2019-03/01/2020],% Change - Dividend Adj. Day Close Price [03/01/2020-03/01/2021]
NYSE:GLEO.U,Units,Galileo Acquisition Corp.,Active,New York Stock Exchange (NYSE), 10.85 ,Debt/Equity Composite Units,0001784851,Asset Management and Custody Banks (Primary); Blank Checks (Primary); Capital Markets (Primary); Diversified Financials (Primary); Financials (Primary),-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.30
NYSE:TRGP,Common Stock,Targa Resources Corp.,Active,New York Stock Exchange (NYSE), 33.94 ,Common Stock,0001389170,Energy (Primary); Energy (Primary); Natural Gas Pipelines (Primary); Oil and Gas Storage and Transportation (Primary); Oil Gas and Consumable Fuels (Primary); Barges; Gas Utilities; Gas Utilities; Industrials; Marine; Marine; Marine Transportation Of Freight; Natural Gas Liquids; Natural Gas Transmission; Oil and Gas Distribution; Oil and Gas Refining and Marketing; Oil and Gas Refining and Marketing; Petroleum and Petroleum Products; Railroad Transportation of Freight; Railroads; Road and Rail; Road Transportation of Freight; Transportation; Trucking; Utilities; Utilities,-,-,-,-,-,40.90,42.10,63.20,5.59,-71.40,135.70,-14.60,-0.63,-14.80,1.29
NasdaqGM:BND,TOTAL BND MRKT,Vanguard Bond Index Funds - Vanguard Total Bond Market ETF,Active,Nasdaq Global Market (NasdaqGM), 85.45 ,Common Stock; ETF,-,Asset Management and Custody Banks (Primary); Capital Markets (Primary); Diversified Financials (Primary); Financials (Primary); Investment Funds (Primary),-,-,2.65,8.29,4.75,8.12,3.25,-0.02,4.82,1.21,1.18,1.00,2.74,12.00,1.27
NYSE:SRC,New Common Stock,Spirit Realty Capital Inc.,Active,New York Stock Exchange (NYSE), 45.99 ,Common Stock,0001277406; 0001308606,Equity Real Estate Investment Trusts (REITs) (Primary); Real Estate (Primary); Real Estate (Primary); Retail REITs (Primary),-,-,-,-,-,-,-,-,19.10,-7.04,8.83,-21.90,17.00,27.20,1.24
NYSE:NWHM,Common Stock,The New Home Company Inc.,Active,New York Stock Exchange (NYSE), 6.06 ,Common Stock,0001574596,Consumer Discretionary (Primary); Consumer Durables and Apparel (Primary); Homebuilding (Primary); Household Durables (Primary); Residential Construction General Contractors and Operative Builders (Primary),-,-,-,-,-,-,-,-,6.53,-29.80,7.95,2.55,-51.90,-9.58,1.22
NasdaqGM:IBTA,IBONDS 21 TRM TS,iShares Trust - iShares iBonds Dec 2021 Term Treasury ETF,Active,Nasdaq Global Market (NasdaqGM), 25.36 ,Common Stock; ETF,-,Asset Management and Custody Banks (Primary); Capital Markets (Primary); Diversified Financials (Primary); Financials (Primary); Investment Funds (Primary),-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.19
NasdaqGM:BSJM,BULSHS 2022 HY,Invesco BulletShares 2022 High Yield Corporate Bond ETF,Active,Nasdaq Global Market (NasdaqGM), 23.32 ,Common Stock; ETF,-,Asset Management and Custody Banks (Primary); Capital Markets (Primary); Diversified Financials (Primary); Financials (Primary); Investment Funds (Primary),-,-,-,-,-,-,-,-,-,-4.22,16.20,1.76,5.19,3.19,1.18
NasdaqGM:BGRN,GBL GREEN ETF,iShares Trust - iShares Global Green Bond ETF,Active,Nasdaq Global Market (NasdaqGM), 54.72 ,Common Stock; ETF,-,Asset Management and Custody Banks (Primary); Capital Markets (Primary); Diversified Financials (Primary); Financials (Primary); Investment Funds (Primary),-,-,-,-,-,-,-,-,-,-,-,-,-,11.40,1.16
NYSE:ESNT,Common Shares,Essent Group Ltd.,Active,New York Stock Exchange (NYSE), 51.68 ,Common Stock,0001448893,Banks (Primary); Financials (Primary); Mortgage Guaranty (Primary); Thrifts and Mortgage Finance (Primary); Thrifts and Mortgage Finance (Primary); Commercial and Professional Services; Commercial Services and Supplies; Diversified Support Services; Industrials; Information Technology; Information Technology (IT) Consulting; Insurance; Insurance; IT Consulting and Other Services; IT Services; Reinsurance; Software and Services,-,-,-,-,-,-,-,-,0.09,-14.10,78.10,25.80,-2.28,0.47,1.07
NasdaqCM:MBOT,New Common Stock,Microbot Medical Inc.,Active,Nasdaq Capital Market (NasdaqCM), 7.63 ,Common Stock,0000883975,Health Care (Primary); Health Care Equipment (Primary); Health Care Equipment and Services (Primary); Health Care Equipment and Supplies (Primary); Therapeutic Devices (Primary); Biotechnology; Biotechnology; Health Care Technology; Health Care Technology; Pharmaceuticals Biotechnology and Life Sciences,-,-,-,-,-,-,-,-,-,-,-,-86.80,-35.30,4.22,1.07
NasdaqGM:AAOI,Common Stock,Applied Optoelectronics Inc.,Active,Nasdaq Global Market (NasdaqGM), 8.27 ,Common Stock,0001158114,Communications Equipment (Primary); Communications Equipment (Primary); Information Technology (Primary); Networking Equipment (Primary); Technology Hardware and Equipment (Primary); Electronic Component Transceivers; Electronic Components; Electronic Components; Electronic Equipment Instruments and Components; Optoelectronics,-,-,-,-,-,-,-,-,-47.30,46.90,155.60,-40.60,-52.40,-32.60,1.01
NYSE:CSPR,Common Stock,Casper Sleep Inc.,Active,New York Stock Exchange (NYSE), 7.04 ,Common Stock,0001598674,Consumer Discretionary (Primary); Consumer Durables and Apparel (Primary); Home Furnishings (Primary); Household Durables (Primary); Mattresses and Beds (Primary); Mattresses and Foundations (Primary); Bedspreads and Comforters; Furniture Stores; Homefurnishing Retail; Household Product Stores; Internet and Direct Marketing Retail; Internet and Direct Marketing Retail; Linens and Bedding; Linens and Bedding Accessories Stores; Online Home Furnishing Retail; Online Household Product Retail; Online Specialty Retail; Retailing; Sheets; Specialty Retail; Specialty Stores; Textiles; Textiles Apparel and Luxury Goods,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.00
NasdaqGM:EMB,JPMORGAN USD EMG,iShares Trust - iShares J.P. Morgan USD Emerging Markets Bond ETF,Active,Nasdaq Global Market (NasdaqGM), 111.43 ,Common Stock; ETF,-,Asset Management and Custody Banks (Primary); Capital Markets (Primary); Diversified Financials (Primary); Financials (Primary); Investment Funds (Primary),-,-,-14.50,32.50,8.74,13.00,9.17,-2.47,6.30,1.17,9.79,3.21,2.32,10.10,0.98
NasdaqGM:VCLT,LG-TERM COR BD,Vanguard Scottsdale Funds - Vanguard Long-Term Corporate Bond ETF,Active,Nasdaq Global Market (NasdaqGM), 103.34 ,Common Stock; ETF,-,Asset Management and Custody Banks (Primary); Capital Markets (Primary); Diversified Financials (Primary); Financials (Primary); Investment Funds (Primary),-,-,-,-,9.70,19.60,7.93,-0.39,13.30,-6.42,11.60,4.71,1.04,26.40,0.93
NasdaqCM:TCFC,Common Stock,The Community Financial Corporation,Active,Nasdaq Capital Market (NasdaqCM), 33.93 ,Common Stock,0000855874,Banks (Primary); Banks (Primary); Financials (Primary); National and State Commercial Banks (Primary); Regional Banks (Primary); State Commercial Banks (Primary); Commercial and Professional Services; Diversified Financial Services; Diversified Financials; Holding Companies; Human Resource and Employment Services; Industrials; Investment Services and Holding Companies; Multi-Sector Holdings; Offices Of Bank Holding Companies; Payroll Services; Professional Services,-,-,-56.10,28.50,-,-,29.80,18.10,-5.82,1.59,78.30,10.20,-16.70,6.76,0.86
NasdaqGM:LPTX,Common Stock,Leap Therapeutics Inc.,Active,Nasdaq Global Market (NasdaqGM), 1.68 ,Common Stock,0001509745,Biotechnology (Primary); Biotechnology (Primary); Health Care (Primary); Pharmaceuticals Biotechnology and Life Sciences (Primary); Oncology Drugs; Pharmaceutical Products; Pharmaceuticals; Pharmaceuticals,-,-,-,-,-,-,-,-,-,-,-,-20.30,-76.70,59.60,0.83
NYSE:ENR,Common Stock,Energizer Holdings Inc.,Active,New York Stock Exchange (NYSE), 50.64 ,Common Stock,0001632790,Consumer Staples (Primary); Household and Personal Products (Primary); Household Products (Primary); Household Products (Primary); Assistive and Corrective Equipment for People with Disabilities; Auto Components; Auto Parts and Equipment; Automobiles and Components; Batteries; Capital Goods; Chemicals; Commodity Chemicals; Communication Devices for People with Disabilities; Consumer Discretionary; Cooling Systems for Motor Vehicles; Diversified Financial Services; Diversified Financials; Electric Lighting and Wiring Equipment; Electrical Components and Equipment; Electrical Equipment; Financials; Health Care; Health Care Equipment; Health Care Equipment and Services; Health Care Equipment and Supplies; Hearing Aids; Industrials; Investment Services and Holding Companies; Materials; Materials; Motor Vehicle Accessories; Motor Vehicle Air Conditioning Systems; Motor Vehicle Lighting Equipment; Multi-Sector Holdings; Patent Owners and Lessors; Therapeutic Devices,-,-,-,-,-,-,-,-,-,-,45.50,-2.23,-9.31,-6.66,0.82
NasdaqGM:BSMS,BULSHS 2028 MUNI,Invesco Exchange-Traded Self-Indexed Fund Trust - Invesco BulletShares 2028 Municipal Bond ETF,Active,Nasdaq Global Market (NasdaqGM), 26.18 ,Common Stock; ETF,-,Asset Management and Custody Banks (Primary); Capital Markets (Primary); Diversified Financials (Primary); Financials (Primary); Investment Funds (Primary),-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.81
NasdaqGM:CIZN,Common Stock,Citizens Holding Company,Active,Nasdaq Global Market (NasdaqGM), 19.4 ,Common Stock,0001075706,Banks (Primary); Banks (Primary); Financials (Primary); National and State Commercial Banks (Primary); Regional Banks (Primary); State Commercial Banks (Primary); Asset Management and Custody Banks; Capital Markets; Diversified Financial Services; Diversified Financials; Holding Companies; Insurance; Insurance; Insurance Brokers; Investment Services and Holding Companies; Multi-Sector Holdings; Offices Of Bank Holding Companies,-,-10.50,9.61,23.70,-9.90,-3.71,3.89,0.85,8.48,28.40,18.10,-12.10,-0.03,3.36,0.80
NYSE:TEAF,Common Shares,Tortoise Essential Assets Income Term Fund,Active,New York Stock Exchange (NYSE), 14.71 ,Common Stock; Closed End Fund,0001704299,Asset Management and Custody Banks (Primary); Capital Markets (Primary); Diversified Financials (Primary); Financials (Primary); Investment Funds,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.80
NasdaqGS:RTLR,Common Units,Rattler Midstream LP,Active,Nasdaq Global Select (NasdaqGS), 10.78 ,Common Stock,0001748773,Energy (Primary); Energy (Primary); Natural Gas Pipelines (Primary); Oil and Gas Pipelines (Primary); Oil and Gas Storage and Transportation (Primary); Oil Gas and Consumable Fuels (Primary); Real Estate; Real Estate; Real Estate Management and Development; Real Estate Operating Companies; Real Estate Operators And Lessors,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.78
NYSE:COE,SPONSORED ADR,China Online Education Group,Active,New York Stock Exchange (NYSE), 20.65 ,Depository Receipt (Common Stock),0001659494,Consumer Discretionary (Primary); Consumer Services (Primary); Diversified Consumer Services (Primary); Education Services (Primary); Online Education Courses (Primary),-,-,-,-,-,-,-,-,-,-,-,-24.80,-29.80,259.60,0.76
NasdaqGM:FTSM,FIRST TR ENH NEW,First Trust Exchange Traded Fund IV - First Trust Enhanced Short Maturity ETF,Active,Nasdaq Global Market (NasdaqGM), 59.98 ,Common Stock; ETF,-,Asset Management and Custody Banks (Primary); Capital Markets (Primary); Diversified Financials (Primary); Financials (Primary); Investment Funds (Primary),-,-,-,-,-,-,-,-,-,0.33,1.28,1.51,2.23,2.60,0.76
NasdaqGM:BSMQ,BULSHS 2026 MUNI,Invesco Exchange-Traded Self-Indexed Fund Trust - Invesco BulletShares 2026 Municipal Bond ETF,Active,Nasdaq Global Market (NasdaqGM), 25.98 ,Common Stock; ETF,-,Asset Management and Custody Banks (Primary); Capital Markets (Primary); Diversified Financials (Primary); Financials (Primary); Investment Funds (Primary),-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.74
NasdaqGM:OXLC.O,PFD SHS SER 2023,Oxford Lane Capital Corp.,Active,Nasdaq Global Market (NasdaqGM), 25.06 ,Preferred Stock,0001495222,Asset Management and Custody Banks (Primary); Capital Markets (Primary); Diversified Financials (Primary); Financials (Primary); Investment Funds (Primary),-,-,-,-,-,-7.85,13.40,29.50,3.07,-39.60,85.20,7.71,16.10,-4.72,0.73
NasdaqGS:OXLC,Common Shares,Oxford Lane Capital Corp.,Active,Nasdaq Global Select (NasdaqGS), 6.61 ,Common Stock; Closed End Fund,0001495222,Asset Management and Custody Banks (Primary); Capital Markets (Primary); Diversified Financials (Primary); Financials (Primary); Investment Funds (Primary),-,-,-,-,-,-7.85,13.40,29.50,3.07,-39.60,85.20,7.71,16.10,-4.72,0.73
NasdaqGS:OXLC.P,6.25% NT 27,Oxford Lane Capital Corp.,Active,Nasdaq Global Select (NasdaqGS), 24.85 ,Preferred Stock; Closed End Fund,0001495222,Asset Management and Custody Banks (Primary); Capital Markets (Primary); Diversified Financials (Primary); Financials (Primary); Investment Funds (Primary),-,-,-,-,-,-7.85,13.40,29.50,3.07,-39.60,85.20,7.71,16.10,-4.72,0.73
NasdaqCM:CRSA,Class A Common Stock,Crescent Acquisition Corp.,Active,Nasdaq Capital Market (NasdaqCM), 10.08 ,Common Stock,0001723648,Asset Management and Custody Banks (Primary); Blank Checks (Primary); Capital Markets (Primary); Diversified Financials (Primary); Financials (Primary),-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.69
NasdaqCM:CRSA.U,Units,Crescent Acquisition Corp.,Active,Nasdaq Capital Market (NasdaqCM), 10.48 ,Debt/Equity Composite Units,0001723648,Asset Management and Custody Banks (Primary); Blank Checks (Primary); Capital Markets (Primary); Diversified Financials (Primary); Financials (Primary),-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.69
NasdaqGM:BNDW,TOTAL WLD BD ETF,Vanguard Scottsdale Funds - Vanguard Total World Bond ETF,Active,Nasdaq Global Market (NasdaqGM), 80.0 ,Common Stock; ETF,-,Asset Management and Custody Banks (Primary); Capital Markets (Primary); Diversified Financials (Primary); Financials (Primary); Investment Funds (Primary),-,-,-,-,-,-,-,-,-,-,-,-,-,10.70,0.67
NasdaqGM:AIH,SPON ADS EACH REP 3 ORD SHS,Aesthetic Medical International Holdings Group Limited,Active,Nasdaq Global Market (NasdaqGM), 6.28 ,Depository Receipt (Common Stock),0001757143,Dental Services (Primary); Dermatology Services (Primary); Health Care (Primary); Health Care Equipment and Services (Primary); Health Care Providers and Services (Primary); Health Care Services (Primary); Medical Doctor Specialist Services (Primary); Radiology Services (Primary),-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.66
NYSE:EOT,COM SHS,Eaton Vance National Municipal Opportunities Trust,Active,New York Stock Exchange (NYSE), 22.6 ,Common Stock; Closed End Fund,0001454741,Asset Management and Custody Banks (Primary); Capital Markets (Primary); Diversified Financials (Primary); Financials (Primary); Investment Funds (Primary),-,-,-,-,-1.99,23.70,8.35,-8.46,16.00,8.80,3.91,1.97,5.79,12.00,0.64
NasdaqCM:GXGX,Class A Common Stock,GX Acquisition Corp.,Active,Nasdaq Capital Market (NasdaqCM), 10.11 ,Common Stock,0001752828,Asset Management and Custody Banks (Primary); Blank Checks (Primary); Capital Markets (Primary); Diversified Financials (Primary); Financials (Primary),-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.60
NasdaqGM:IBTI,IBONDS 28 TRM TS,iShares Trust - iShares iBonds Dec 2028 Term Treasury ETF,Active,Nasdaq Global Market (NasdaqGM), 25.33 ,Common Stock; ETF,-,Asset Management and Custody Banks (Primary); Capital Markets (Primary); Diversified Financials (Primary); Financials (Primary); Investment Funds,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.59
NasdaqGM:LMRK,Common Units,Landmark Infrastructure Partners LP,Active,Nasdaq Global Market (NasdaqGM), 12.28 ,Limited Partnership,0001615346,Nonresidential Building Operators and Lessors (Primary); Real Estate (Primary); Real Estate (Primary); Real Estate Management and Development (Primary); Real Estate Operating Companies (Primary); Real Estate Operators And Lessors (Primary),-,-,-,-,-,-,-,-,-,-13.00,15.60,21.70,-7.72,10.20,0.57
NYSE:BRMK,Common Stock,Broadmark Realty Capital Inc.,Active,New York Stock Exchange (NYSE), 10.8 ,Common Stock,0001784797,Diversified Financials (Primary); Financials (Primary); Mortgage Real Estate Investment Trusts (REITs) (Primary); Mortgage REITs (Primary),-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.57
NasdaqGM:MDIV,MULTI ASSET DI,First Trust Exchange-Traded Fund VI - Multi-Asset Diversified Income Index Fund,Active,Nasdaq Global Market (NasdaqGM), 16.62 ,Common Stock; ETF,-,Asset Management and Custody Banks (Primary); Capital Markets (Primary); Diversified Financials (Primary); Financials (Primary); Investment Funds (Primary),-,-,-,-,-,-,-,6.36,7.34,-11.50,18.40,-2.53,7.67,-3.59,0.50
NasdaqGM:SHV,SHORT TREAS BD,iShares Trust - iShares Short Treasury Bond ETF,Active,Nasdaq Global Market (NasdaqGM), 110.52 ,Common Stock; ETF,-,Asset Management and Custody Banks (Primary); Capital Markets (Primary); Diversified Financials (Primary); Financials (Primary); Investment Funds (Primary),-,5.23,1.81,0.30,0.08,0.04,0.05,0.04,0.02,0.04,0.41,0.77,1.99,2.31,0.42
NYSE:DBI,Class A Common Shares,Designer Brands Inc.,Active,New York Stock Exchange (NYSE), 17.52 ,Common Stock,0000874444; 0001319947,Accessory Stores (Primary); Apparel Retail (Primary); Consumer Discretionary (Primary); Jewelry Stores (Primary); Luggage and Leather Goods Stores (Primary); Retailing (Primary); Shoe Stores (Primary); Specialty Retail (Primary); Internet and Direct Marketing Retail; Internet and Direct Marketing Retail; Online Accessory Retail; Online Apparel and Accessory Retail; Online Jewelry Retail; Online Luggage and Leather Goods Retail; Online Shoe Retail; Online Specialty Retail,-,-,-,-,-,-,24.60,14.80,0.24,-31.00,-15.40,-2.78,60.00,-52.00,0.42
NYSE:BSBR,SPON ADR EA REPR 1 UNIT (COM+PRF),Banco Santander (Brasil) S.A.,Active,New York Stock Exchange (NYSE), 6.99 ,Depository Receipt (Common Stock),0001471055,Banks (Primary); Banks (Primary); Diversified Banks (Primary); Diversified Commercial Banks (Primary); Financials (Primary); Asset Management and Custody Banks; Capital Markets; Commercial and Professional Services; Commercial Services and Supplies; Communication Services; Diversified Financials; Industrials; Interactive Media and Services; Interactive Media and Services; Investment Advice; Investment Banking; Investment Banking and Brokerage; Media and Entertainment; Merger and Acquisition Advisory Services; Office Services and Supplies; Online Services; Outsourced Business Services; Outsourced Client Support and Customer Services; Securities and Commodities Markets Services; Security Brokers; Security Brokers and Dealers,-,-,-40.60,57.80,-10.60,11.70,-18.30,1.68,4.25,16.30,116.10,26.40,50.40,-6.71,0.39
NasdaqGM:TLC,SPONSORED ADS,Taiwan Liposome Company Ltd.,Active,Nasdaq Global Market (NasdaqGM), 5.67 ,Depository Receipt (Common Stock),0001722890,Biotechnology (Primary); Biotechnology (Primary); Health Care (Primary); Pharmaceuticals Biotechnology and Life Sciences (Primary); Anti-infective Drugs; Oncology Drugs; Pharmaceutical Products; Pharmaceuticals; Pharmaceuticals,-,-,-,-,-,-,281.20,-11.20,-22.00,-36.30,-24.20,-10.50,-9.48,-17.00,0.38
